code_insee,commune,dep,PMUN,dans_MEL,apl_mg,apl_mg_m65,apl_inf,apl_kine,apl_dent,apl_sf,pop_std_sante,pop_totale_2022,apl_mg_2022,apl_mg_evol_pct,acces_urgences_moy_min,acces_urgences_min_min,acces_maternite_moy_min,acces_maternite_min_min,acces_hopital_moy_min,acces_hopital_min_min,acces_pharmacie_moy_min,acces_pharmacie_min_min,acces_msp_moy_min,acces_msp_min_min,msp_sur_place
62004,Achicourt,62,7938,False,4.64,4.27,224.07,162.23,75.58,23.36,7895.96,7899.0,4.69,-1.17,8.85,5.77,8.85,5.77,8.85,5.77,1.69,1.0,4.46,1.88,True
62013,Agny,62,1879,False,4.33,4.04,201.68,145.86,60.97,20.52,1851.66,1863.0,4.35,-0.48,9.81,7.66,9.8,7.66,9.8,7.66,1.37,1.0,1.7,1.0,True
62014,Aire-sur-la-Lys,62,9585,False,4.16,3.56,165.37,136.65,41.55,15.04,9696.25,9568.0,4.17,-0.24,19.76,15.15,19.74,15.15,18.91,15.15,2.71,1.0,10.01,6.01,False
62019,Aix-Noulette,62,3913,False,4.02,3.61,234.46,138.27,47.37,22.94,3902.02,3915.0,4.5,-10.77,10.84,8.78,13.63,10.8,10.48,8.42,2.24,1.0,8.74,5.21,False
62032,Angres,62,4842,False,3.15,2.85,167.56,103.48,33.96,19.17,4641.73,4719.0,3.54,-10.97,6.4,4.16,13.54,11.48,6.07,3.8,1.72,1.0,6.13,4.04,False
62033,Annay,62,4517,False,4.71,4.23,234.94,161.99,58.35,25.94,4445.26,4544.0,5.02,-6.29,10.61,8.64,11.41,8.64,10.81,8.22,1.65,1.0,5.35,3.08,False
62034,Annequin,62,2145,False,4.29,4.06,209.92,163.56,61.63,16.99,2084.52,2147.0,4.33,-0.95,7.04,5.21,7.22,5.38,7.2,5.36,1.77,1.0,10.98,9.16,False
62035,Annezin,62,5813,False,3.7,3.44,238.69,150.45,49.12,14.51,5702.75,5819.0,3.89,-5.06,3.65,1.0,8.98,6.2,3.65,1.0,1.87,1.0,3.65,1.0,True
62037,Anzin-Saint-Aubin,62,2806,False,4.52,4.25,208.24,161.66,65.13,22.55,2902.92,2833.0,4.57,-1.14,5.35,2.11,5.13,2.11,5.13,2.11,2.07,1.0,4.31,2.17,False
62040,Arques,62,9655,False,3.47,3.0,164.19,133.97,50.06,17.37,9516.86,9526.0,3.83,-9.57,10.46,6.52,10.26,6.06,6.32,2.55,2.05,1.0,5.21,1.68,True
62041,Arras,62,42600,False,4.19,3.79,207.6,155.57,71.61,22.26,41215.38,42621.0,4.36,-3.86,4.9,1.0,4.79,1.0,4.79,1.0,1.47,1.0,4.77,1.0,True
62042,Athies,62,1059,False,3.94,3.59,178.56,133.83,62.4,24.04,1031.77,1049.0,3.93,0.46,11.27,9.93,11.27,9.93,11.27,9.93,1.91,1.0,11.18,9.56,False
62048,Auchel,62,10062,False,3.12,2.58,205.85,96.43,27.18,11.18,10031.11,10124.0,3.52,-11.44,8.96,5.82,8.96,5.82,8.96,5.82,1.71,1.0,2.39,1.0,True
62051,Auchy-les-Mines,62,4623,False,4.63,4.4,201.43,167.73,63.72,20.92,4475.73,4642.0,4.62,0.37,13.73,10.85,13.89,11.03,13.94,11.01,1.61,1.0,6.76,3.34,False
62065,Avion,62,17672,False,4.91,4.46,254.07,159.79,55.08,26.04,16944.51,17571.0,5.35,-8.21,8.44,3.89,9.74,6.97,8.53,3.66,1.84,1.0,3.27,1.0,True
62073,Bailleul-Sir-Berthoult,62,1430,False,4.52,4.09,214.14,141.87,58.71,27.54,1417.04,1432.0,4.66,-2.9,11.95,10.3,11.95,10.3,9.75,7.46,1.31,1.0,12.13,10.49,False
62083,Barlin,62,7366,False,2.87,2.54,224.19,112.76,45.68,19.03,7254.16,7330.0,3.22,-10.93,13.35,10.24,13.37,10.24,14.06,10.24,2.01,1.0,3.86,1.0,True
62099,Beaurains,62,5515,False,4.84,4.43,243.73,174.5,75.68,26.98,5503.96,5530.0,5.07,-4.63,10.95,9.19,10.95,9.19,10.95,9.19,1.77,1.0,4.66,2.67,False
62471,Bellinghem,62,1087,False,4.51,3.93,243.13,167.46,41.98,20.48,1030.66,1075.0,4.84,-6.76,7.72,4.97,10.25,7.5,8.05,5.3,5.55,4.09,5.53,3.63,False
62126,Beuvry,62,9111,False,4.25,4.05,240.18,161.48,58.67,16.81,9074.31,9078.0,4.32,-1.69,4.26,1.0,4.41,1.0,4.39,1.0,2.41,1.0,9.27,5.1,False
62128,Biache-Saint-Vaast,62,4481,False,2.68,2.34,133.18,86.49,28.0,18.97,4387.32,4519.0,2.63,1.82,14.0,11.88,14.28,12.16,12.41,8.79,1.73,1.0,17.15,15.03,False
62132,Billy-Berclau,62,5059,False,4.26,3.88,196.52,160.8,57.0,21.18,4904.8,5076.0,4.36,-2.36,13.64,10.68,13.64,10.68,13.64,10.68,1.64,1.0,5.72,2.91,False
62133,Billy-Montigny,62,8117,False,5.28,4.67,270.34,172.44,63.51,26.76,7642.05,8027.0,5.7,-7.28,7.13,4.79,14.48,12.59,4.38,2.22,1.42,1.0,8.63,6.59,False
62160,Boulogne-sur-Mer,62,40910,False,4.68,4.27,218.52,173.32,65.65,14.45,40436.32,41039.0,5.18,-9.66,5.16,1.0,4.79,1.0,4.93,1.0,1.21,1.0,3.34,1.0,True
62164,Bourlon,62,1140,False,2.95,2.57,209.47,112.48,57.34,10.67,1127.19,1148.0,3.06,-3.62,14.58,11.04,14.58,11.04,14.58,11.04,1.13,1.0,1.2,1.0,True
62170,Bouvigny-Boyeffles,62,2371,False,3.59,3.23,225.66,123.27,44.22,22.03,2419.54,2385.0,4.0,-10.18,12.66,9.64,14.68,11.66,12.32,9.28,2.21,1.0,7.57,3.97,False
62173,Brebières,62,5169,False,4.15,3.62,197.33,142.06,55.67,22.18,5103.15,5210.0,4.41,-5.89,6.3,3.15,6.58,3.43,6.25,3.1,3.18,1.0,9.45,6.3,False
62178,Bruay-la-Buissière,62,21827,False,3.01,2.72,241.1,95.55,40.47,13.45,21521.36,21997.0,3.42,-11.93,9.12,6.02,9.12,6.02,9.12,6.02,1.41,1.0,8.61,6.18,False
62181,Bucquoy,62,1480,False,2.94,2.79,151.1,73.64,20.99,21.68,1454.83,1506.0,3.64,-19.14,27.6,25.12,27.53,25.12,25.48,23.24,2.07,1.0,16.6,14.02,False
62186,Bully-les-Mines,62,12221,False,4.12,3.72,235.04,140.61,54.17,20.51,12073.53,12172.0,4.51,-8.56,9.94,6.51,12.08,8.54,9.71,6.16,2.06,1.0,7.2,3.9,False
62188,Burbure,62,2819,False,3.83,3.12,235.8,135.07,39.24,15.12,2797.8,2827.0,4.06,-5.52,14.55,10.26,14.56,10.26,14.55,10.26,1.99,1.0,2.1,1.0,True
62190,Busnes,62,1245,False,3.88,3.33,205.12,130.62,40.99,16.08,1230.11,1242.0,3.9,-0.41,15.77,12.97,21.08,18.22,15.77,12.97,6.47,3.15,12.69,9.69,False
62119,Béthune,62,24992,False,3.05,2.96,186.02,132.32,41.71,12.91,24724.34,25342.0,3.17,-3.69,4.42,1.0,6.48,3.33,4.47,1.0,1.42,1.0,4.3,1.0,True
62193,Calais,62,67380,False,3.84,3.06,239.25,142.93,49.03,12.15,66359.42,67585.0,4.01,-4.46,6.17,1.07,6.17,1.07,5.91,1.07,1.43,1.0,8.7,1.98,True
62194,Calonne-Ricouart,62,5463,False,3.33,2.96,240.73,91.48,33.48,11.5,5354.74,5416.0,3.79,-12.32,5.77,2.66,5.77,2.66,5.77,2.66,2.13,1.0,3.75,1.06,True
62195,Calonne-sur-la-Lys,62,1560,False,4.5,4.27,195.21,135.47,53.98,17.42,1554.86,1578.0,4.49,0.13,15.36,10.79,18.43,12.97,15.36,10.79,7.0,4.63,8.48,5.94,False
62200,Cambrin,62,1228,False,4.9,4.62,228.45,175.11,65.54,19.46,1204.66,1250.0,4.91,-0.16,8.22,6.47,8.4,6.65,8.38,6.63,2.11,1.0,9.08,7.27,False
62215,Carvin,62,17852,False,4.73,4.22,206.42,173.12,58.74,27.33,17608.76,17966.0,5.17,-8.53,11.15,7.14,13.2,8.88,8.01,4.98,2.09,1.0,3.93,1.0,True
62224,Chocques,62,2824,False,3.8,3.33,264.07,158.74,48.83,14.8,2777.6,2808.0,4.04,-5.86,6.79,4.94,12.01,10.19,6.79,4.94,2.23,1.0,7.4,5.51,False
62240,Corbehem,62,2266,False,3.32,2.92,169.45,124.19,47.9,19.27,2255.69,2268.0,3.68,-9.58,5.84,3.76,6.12,4.04,5.79,3.71,1.54,1.0,8.99,6.91,False
62249,Courcelles-lès-Lens,62,8213,False,5.66,5.12,274.97,189.21,75.38,32.95,7531.48,8015.0,6.08,-6.83,9.4,7.09,12.59,9.57,7.57,4.87,2.0,1.0,9.0,6.04,False
62250,Courrières,62,10199,False,5.08,4.53,254.74,167.43,66.27,23.55,10141.26,10160.0,5.53,-8.19,5.61,2.92,16.14,10.9,5.44,2.85,1.61,1.0,2.2,1.0,True
62262,Cuinchy,62,1754,False,4.32,4.11,195.2,153.72,56.8,18.92,1798.42,1784.0,4.3,0.54,10.69,8.37,10.87,8.54,10.85,8.52,1.9,1.0,8.01,5.96,False
62263,Dainville,62,5703,False,4.44,4.19,214.01,155.35,66.08,21.36,6103.63,5718.0,4.27,3.91,6.0,3.65,5.97,3.65,5.97,3.65,1.63,1.0,7.06,5.25,False
62274,Dourges,62,5997,False,5.44,4.9,261.61,184.17,74.03,29.96,5800.64,6068.0,5.94,-8.47,7.52,1.25,14.5,11.28,6.55,1.0,2.1,1.0,7.68,5.37,False
62276,Douvrin,62,5795,False,5.01,4.66,224.94,178.52,63.32,23.92,5594.99,5799.0,5.08,-1.32,12.59,8.98,12.59,8.98,12.61,8.98,1.76,1.0,6.35,1.76,True
62277,Drocourt,62,2943,False,4.03,3.59,187.09,123.03,46.48,27.15,2948.68,2952.0,4.24,-4.97,9.06,6.96,15.82,14.22,4.8,2.82,1.64,1.0,11.95,10.85,False
62279,Duisans,62,1383,False,4.65,4.45,194.43,152.48,53.11,20.46,1408.5,1393.0,4.45,4.49,7.68,4.94,6.08,3.34,6.08,3.34,4.71,2.83,5.25,2.42,False
62310,Essars,62,1755,False,4.86,4.74,246.42,178.56,62.19,14.54,1746.68,1765.0,4.93,-1.4,4.61,2.87,6.74,4.83,4.64,2.87,1.8,1.0,5.85,4.1,False
62311,Estevelles,62,2024,False,3.73,3.33,175.86,137.0,47.87,21.02,1907.58,2002.0,4.04,-7.76,12.25,11.04,15.64,13.43,11.47,9.45,4.02,2.12,7.89,6.12,False
62323,Fampoux,62,1219,False,2.97,2.67,136.2,96.76,38.29,20.31,1210.74,1243.0,2.96,0.27,15.11,13.04,15.11,13.04,13.45,12.51,3.18,1.59,14.94,12.97,False
62330,Festubert,62,1266,False,4.85,4.72,205.88,169.9,63.29,18.8,1224.6,1253.0,4.87,-0.39,12.89,9.31,13.09,9.49,13.07,9.47,3.99,1.98,9.03,5.0,False
62331,Feuchy,62,1015,False,4.12,3.66,180.66,131.29,70.01,25.31,1013.88,1003.0,4.11,0.15,11.33,9.75,11.33,9.75,11.33,9.75,1.84,1.0,10.9,8.91,False
62338,Fleurbaix,62,2862,False,6.49,6.03,194.81,253.21,85.55,33.99,2981.45,2944.0,6.51,-0.34,8.74,6.34,8.74,6.34,8.74,6.34,2.12,1.0,2.07,1.0,True
62349,Fouquereuil,62,1632,False,4.84,4.33,322.98,195.01,66.4,20.15,1569.48,1630.0,5.09,-4.86,8.34,6.0,9.38,7.75,8.35,6.0,2.41,1.0,6.67,4.45,False
62350,Fouquières-lès-Béthune,62,1115,False,4.88,4.41,329.02,189.45,66.01,21.72,1149.4,1111.0,5.12,-4.63,7.02,4.84,7.07,4.89,7.13,4.96,2.73,1.46,7.06,5.49,False
62351,Fouquières-lès-Lens,62,6233,False,5.15,4.62,262.08,168.34,61.53,27.28,6050.53,6134.0,5.66,-8.95,7.01,4.09,12.99,8.84,3.45,1.0,1.68,1.0,6.44,2.87,False
62371,Givenchy-en-Gohelle,62,2026,False,4.11,3.75,205.93,138.15,54.48,21.66,2042.92,2049.0,4.35,-5.56,7.33,5.39,13.95,12.17,6.97,5.03,1.33,1.0,7.95,6.47,False
62373,Givenchy-lès-la-Bassée,62,1006,False,3.98,3.82,155.83,136.24,49.78,19.55,966.5,989.0,3.96,0.63,12.94,10.11,13.12,10.29,13.1,10.27,2.73,1.0,6.37,3.76,False
62376,Gonnehem,62,2507,False,3.8,3.36,234.0,146.73,48.31,12.42,2536.94,2532.0,3.94,-3.65,8.93,4.15,14.26,9.5,8.93,4.15,3.49,1.0,10.21,5.64,False
62383,Gouy-sous-Bellonne,62,1396,False,2.67,2.2,152.98,108.54,32.19,12.51,1389.72,1394.0,2.98,-10.53,7.94,6.34,9.53,8.13,7.94,6.34,1.37,1.0,9.25,7.66,False
62386,Grenay,62,6704,False,3.96,3.58,202.58,129.47,52.41,20.71,6358.88,6674.0,4.16,-4.95,9.28,6.71,11.42,8.87,8.92,6.35,1.63,1.0,6.62,4.12,False
62391,Guarbecque,62,1369,False,3.53,3.02,174.86,124.1,38.08,13.3,1389.8,1375.0,3.52,0.37,19.0,16.94,23.83,21.8,19.0,16.94,2.62,1.0,14.89,11.42,False
62400,Haillicourt,62,4884,False,3.45,3.16,265.92,123.26,50.68,16.49,4829.24,4974.0,3.73,-7.46,10.79,8.74,10.81,8.74,10.84,8.74,1.4,1.0,6.37,4.04,False
62401,Haisnes,62,4427,False,3.95,3.71,173.95,132.83,51.4,20.19,4232.38,4411.0,3.88,1.96,12.04,8.97,12.04,8.97,12.1,8.97,1.77,1.0,6.14,1.76,True
62412,Hardinghen,62,1219,False,1.58,1.39,121.31,65.89,20.12,13.28,1294.14,1245.0,1.7,-7.4,23.21,20.66,22.3,19.85,21.81,19.55,1.9,1.0,12.44,9.55,False
62413,Harnes,62,12317,False,3.92,3.56,204.51,128.12,52.49,22.7,12230.9,12264.0,4.22,-7.15,8.48,5.32,12.24,8.69,7.52,5.08,1.43,1.0,3.09,1.0,True
62443,Hersin-Coupigny,62,6147,False,3.74,3.38,252.34,138.65,50.83,19.75,5874.62,6098.0,4.03,-7.1,12.76,10.34,13.65,10.63,14.35,10.7,2.55,1.0,3.05,1.0,True
62452,Heuringhem,62,1379,False,4.28,3.69,217.71,167.27,48.24,24.48,1389.74,1389.0,4.64,-7.55,6.58,4.28,6.85,4.67,6.7,4.46,4.27,1.58,5.61,2.78,False
62454,Hinges,62,2417,False,3.9,3.65,223.87,141.55,44.49,13.29,2411.06,2450.0,3.98,-2.11,6.56,3.57,11.38,8.13,6.56,3.57,3.4,1.0,7.96,5.07,False
62457,Houdain,62,7030,False,2.9,2.62,216.01,92.86,34.17,14.76,6989.62,6990.0,3.32,-12.7,8.65,6.17,8.65,6.17,8.65,6.17,1.9,1.0,6.79,4.14,False
62464,Hulluch,62,3367,False,5.59,5.14,260.87,186.92,67.42,27.6,3304.16,3377.0,5.79,-3.5,8.42,6.48,8.42,6.48,8.42,6.48,1.58,1.0,8.06,6.6,False
62427,Hénin-Beaumont,62,26035,False,4.55,4.04,228.95,148.95,58.3,23.84,25056.43,25764.0,4.91,-7.37,4.78,1.0,14.99,9.92,3.42,1.0,2.02,1.0,8.73,3.44,False
62476,Izel-lès-Équerchin,62,1058,False,3.82,3.4,178.6,125.3,48.49,22.8,1034.35,1049.0,3.93,-2.92,12.82,11.6,13.11,11.88,7.32,5.09,5.57,3.72,12.6,11.25,False
62252,La Couture,62,2616,False,4.61,4.49,179.2,146.2,53.57,16.3,2569.41,2608.0,4.54,1.63,11.73,7.55,13.9,9.72,12.36,9.27,2.96,1.0,9.21,3.73,False
62479,Labeuvrière,62,1654,False,3.46,3.08,251.31,133.93,46.09,15.47,1598.64,1651.0,3.73,-7.24,9.84,6.05,14.17,9.48,9.84,6.05,4.03,1.03,9.88,5.47,False
62480,Labourse,62,2894,False,3.49,3.28,192.43,146.42,51.9,12.28,2735.77,2876.0,3.51,-0.57,6.75,3.11,6.86,3.29,6.88,3.27,2.06,1.0,9.41,6.32,False
62489,Lapugnoy,62,3518,False,3.32,2.92,235.08,115.34,37.44,12.66,3469.84,3500.0,3.64,-8.76,10.39,8.12,11.56,8.69,10.39,8.12,1.82,1.0,8.07,5.31,False
62491,Laventie,62,4969,False,5.42,5.11,162.33,184.78,70.39,18.32,5034.18,5007.0,5.43,-0.02,17.05,12.59,17.12,12.59,17.12,12.59,2.11,1.0,3.27,1.0,True
62497,Leforest,62,7179,False,3.61,3.28,171.67,130.71,43.99,19.32,6985.43,7120.0,3.92,-7.81,12.9,10.03,16.52,13.81,10.97,7.44,1.57,1.0,6.96,4.0,False
62498,Lens,62,32618,False,5.72,5.2,290.46,190.26,67.18,30.8,32471.03,32697.0,6.15,-7.06,4.83,1.0,5.05,1.0,4.94,1.0,1.92,1.0,3.66,1.0,True
62502,Lestrem,62,5073,False,3.87,3.72,147.94,107.16,46.36,17.14,4882.97,5041.0,3.81,1.79,15.2,8.44,17.28,10.61,15.2,8.44,4.33,1.0,3.95,1.0,True
62907,Libercourt,62,8138,False,4.03,3.59,179.72,153.74,52.78,26.09,7891.4,8047.0,4.47,-9.98,12.46,9.7,13.71,10.66,3.45,1.0,1.62,1.0,8.43,5.8,False
62516,Lillers,62,9988,False,3.93,3.19,216.61,144.34,40.72,12.43,9971.81,10200.0,4.03,-2.46,14.28,9.22,17.9,13.3,14.28,9.22,2.32,1.0,6.85,2.16,False
62510,Liévin,62,30149,False,4.3,3.89,245.14,145.32,53.17,23.8,29269.76,30113.0,4.75,-9.33,4.31,1.0,9.91,6.47,4.05,1.0,1.97,1.0,2.67,1.0,True
62520,Locon,62,2342,False,4.46,4.33,213.88,151.8,56.35,14.24,2376.64,2332.0,4.54,-1.7,7.54,4.64,9.72,6.81,7.54,4.64,2.07,1.0,8.53,5.87,False
62523,Loison-sous-Lens,62,5255,False,6.45,5.85,323.25,214.65,76.8,31.66,5097.87,5202.0,6.84,-5.75,7.77,5.5,7.78,5.5,7.1,5.41,1.9,1.0,5.35,2.64,False
62525,Longuenesse,62,10568,False,3.69,3.23,201.19,151.9,52.25,16.19,10499.91,10559.0,3.92,-5.94,9.51,6.0,10.21,6.98,4.85,2.23,1.6,1.0,3.11,1.0,True
62528,Loos-en-Gohelle,62,6896,False,5.74,5.21,290.18,192.54,73.54,28.59,6722.44,6850.0,6.14,-6.5,7.49,4.52,7.92,4.52,7.46,4.52,1.89,1.0,6.72,1.51,True
62529,Lorgies,62,1609,False,5.58,5.4,196.06,189.89,67.45,21.48,1580.17,1630.0,5.47,1.96,16.84,13.98,18.35,15.63,18.9,16.14,5.27,2.07,5.38,2.13,False
62540,Maisnil-lès-Ruitz,62,1691,False,3.73,3.34,267.29,123.87,53.38,20.26,1616.43,1685.0,4.16,-10.38,11.16,9.45,11.16,9.45,11.16,9.45,3.5,1.98,1.94,1.0,True
62543,Mametz,62,1998,False,3.4,3.04,145.01,110.37,26.1,14.96,1997.82,1985.0,3.48,-2.21,17.08,13.36,17.48,13.65,17.26,13.53,1.8,1.0,7.09,3.36,False
62557,Marœuil,62,2441,False,4.52,4.32,184.97,142.13,52.16,20.17,2451.0,2430.0,4.45,1.55,8.71,6.12,7.11,4.53,7.11,4.53,1.8,1.0,1.86,1.0,True
62563,Mazingarbe,62,8068,False,3.47,3.15,170.66,120.31,49.86,18.12,7805.38,8164.0,3.55,-2.28,12.98,9.01,13.6,9.01,13.33,9.01,1.8,1.0,10.28,7.11,False
62573,Meurchin,62,3717,False,4.81,4.33,221.83,170.37,62.35,20.88,3627.74,3715.0,5.03,-4.28,13.89,11.42,13.93,11.42,13.29,10.6,1.53,1.0,5.7,3.74,False
62584,Mont-Bernanchon,62,1316,False,3.87,3.56,227.05,142.97,48.33,16.62,1290.62,1319.0,3.95,-2.03,9.38,5.9,14.41,11.26,9.38,5.9,6.77,4.01,10.71,7.4,False
62587,Montigny-en-Gohelle,62,9870,False,5.81,5.22,292.84,191.7,70.0,29.32,9556.53,9667.0,6.28,-7.38,3.85,1.48,12.95,10.08,3.34,1.0,1.62,1.0,6.22,3.35,False
62570,Méricourt,62,11431,False,3.23,2.9,171.28,97.36,30.9,18.17,11576.73,11651.0,3.45,-6.35,11.39,9.14,12.38,9.26,6.21,2.19,1.67,1.0,7.84,4.44,False
62606,Neuve-Chapelle,62,1419,False,4.87,4.73,164.28,163.58,61.61,19.13,1341.87,1404.0,4.79,1.75,15.68,13.98,17.84,16.15,17.84,16.14,5.83,4.36,7.14,5.92,False
62609,Neuville-Saint-Vaast,62,1603,False,5.57,5.13,269.12,194.44,76.4,25.11,1653.83,1626.0,5.86,-4.95,11.28,9.12,11.11,8.96,11.11,8.96,1.28,1.0,8.42,6.15,False
62620,Norrent-Fontes,62,1362,False,3.39,2.81,164.22,125.63,33.51,14.2,1404.98,1372.0,3.41,-0.65,20.18,18.25,22.29,20.19,20.18,18.25,1.58,1.0,11.21,9.28,False
62624,Noyelles-Godault,62,5906,False,7.66,6.79,352.35,253.76,99.83,40.36,5809.27,5949.0,8.12,-5.7,7.73,5.82,13.47,11.68,5.1,2.63,1.96,1.0,9.58,7.93,False
62626,Noyelles-lès-Vermelles,62,2294,False,3.94,3.66,188.99,144.03,55.6,17.18,2181.22,2278.0,3.97,-0.6,9.37,7.58,9.54,7.76,9.52,7.74,3.49,1.33,12.32,9.72,False
62628,Noyelles-sous-Lens,62,6659,False,7.26,6.53,362.36,240.17,84.49,34.06,6778.53,6757.0,7.87,-7.83,9.59,7.22,10.44,7.6,3.33,1.0,1.74,1.0,6.42,2.7,False
62617,Nœux-les-Mines,62,11520,False,3.96,3.64,245.04,157.52,59.32,18.23,11535.41,11384.0,4.14,-4.44,9.97,6.64,10.02,6.69,10.08,6.76,1.47,1.0,5.8,3.02,False
62637,Oignies,62,10210,False,4.34,3.87,193.65,155.22,57.37,27.77,10116.07,10260.0,4.72,-7.96,12.02,8.38,16.44,12.9,3.44,1.0,2.4,1.0,7.95,4.13,False
62638,Oisy-le-Verger,62,1188,False,2.99,2.49,228.45,135.02,48.46,12.29,1241.43,1200.0,3.03,-1.42,17.31,13.91,19.24,16.04,17.29,13.91,1.31,1.0,7.2,6.11,False
62666,Pont-à-Vendin,62,3136,False,3.79,3.43,175.27,135.33,47.23,18.26,2919.04,3099.0,4.05,-6.42,14.03,11.53,14.66,11.53,14.13,11.53,1.72,1.0,8.84,6.31,False
62684,Racquinghem,62,2214,False,4.63,4.04,197.51,156.97,53.84,16.64,2142.61,2197.0,4.88,-5.14,13.32,10.79,12.53,9.99,11.01,8.47,2.59,1.0,2.48,1.0,True
62693,Rebreuve-Ranchicourt,62,1071,False,3.38,3.0,238.41,103.29,43.28,20.45,1087.8,1071.0,3.88,-12.87,12.1,8.02,12.1,8.02,12.1,8.02,3.93,1.82,7.17,5.15,False
62706,Richebourg,62,2618,False,4.71,4.59,170.68,150.62,55.71,15.48,2653.19,2653.0,4.67,0.9,14.83,9.42,16.93,11.6,16.57,11.58,3.17,1.0,9.02,4.77,False
62712,Rivière,62,1124,False,3.89,3.74,203.89,115.18,37.98,20.23,1133.76,1124.0,4.02,-3.13,15.84,13.21,14.9,12.85,14.9,12.85,5.23,2.79,10.31,6.91,False
62713,Robecq,62,1329,False,4.61,4.15,229.5,155.89,54.43,16.84,1303.66,1320.0,4.64,-0.67,11.05,9.13,16.4,14.48,11.05,9.13,5.46,2.52,12.45,10.62,False
62724,Rouvroy,62,8797,False,3.42,3.07,169.43,106.12,37.01,21.05,8410.73,8675.0,3.68,-6.91,10.31,7.09,15.62,12.4,5.8,1.8,1.91,1.0,10.33,7.19,False
62727,Ruitz,62,1509,False,3.72,3.42,276.83,135.73,55.57,20.06,1496.82,1493.0,4.03,-7.69,11.96,10.32,11.98,10.37,12.0,10.44,1.92,1.0,2.78,1.0,True
62718,Rœux,62,1390,False,2.96,2.68,132.13,98.59,40.83,22.4,1362.24,1393.0,2.91,1.75,17.3,14.76,17.38,15.04,14.12,10.84,1.46,1.0,17.07,15.75,False
62735,Sailly-Labourse,62,2577,False,4.37,4.13,238.5,163.82,65.17,15.03,2412.9,2535.0,4.45,-1.84,5.81,3.49,5.98,3.67,5.96,3.65,1.44,1.0,11.43,10.05,False
62736,Sailly-sur-la-Lys,62,3883,False,5.88,5.46,169.28,199.93,76.0,23.55,3916.74,3932.0,5.82,0.91,9.64,6.36,9.64,6.36,9.64,6.36,1.68,1.0,2.17,1.0,True
62737,Sains-en-Gohelle,62,5995,False,3.98,3.58,232.08,138.69,47.41,22.72,5849.26,5972.0,4.38,-9.08,11.8,9.75,13.65,11.77,12.59,9.39,1.62,1.0,5.51,2.68,False
62753,Saint-Laurent-Blangy,62,6507,False,6.02,5.52,280.13,213.92,94.3,30.96,6439.54,6492.0,6.2,-2.87,7.26,4.58,7.26,4.58,7.26,4.58,1.79,1.0,7.28,3.95,False
62764,Saint-Nicolas,62,4603,False,5.39,4.92,262.7,201.74,85.69,27.46,4602.18,4548.0,5.63,-4.21,4.9,2.4,4.9,2.4,4.9,2.4,1.62,1.0,5.21,2.72,False
62765,Saint-Omer,62,14661,False,3.41,2.97,189.4,161.34,48.73,13.44,13834.75,14358.0,3.83,-11.09,12.71,9.32,13.23,9.83,7.34,4.11,1.61,1.0,3.39,1.0,True
62770,Saint-Venant,62,3022,False,3.48,3.14,168.43,112.83,37.77,13.39,3079.28,3002.0,3.46,0.61,14.41,10.87,18.98,16.22,14.41,10.87,2.28,1.0,16.12,12.36,False
62744,Sainte-Catherine,62,3594,False,4.49,4.15,212.35,162.6,68.92,24.23,3562.37,3533.0,4.67,-3.94,4.93,1.0,4.9,1.0,4.9,1.0,2.49,1.0,3.48,1.0,True
62771,Sallaumines,62,9650,False,5.2,4.71,272.44,166.6,61.02,26.93,9425.81,9633.0,5.63,-7.73,9.29,5.94,9.47,5.94,5.46,2.19,1.66,1.0,5.47,1.95,True
62793,Servins,62,1134,False,4.02,3.64,249.02,135.0,50.58,22.89,1089.65,1146.0,4.35,-7.58,16.43,14.94,18.42,16.96,16.05,14.58,4.75,3.34,7.38,5.86,False
62801,Souchez,62,2658,False,3.58,3.29,190.73,131.33,48.32,21.93,2665.96,2664.0,4.01,-10.65,9.92,7.68,15.9,13.58,9.56,7.32,1.54,1.0,9.36,7.12,False
62810,Thélus,62,1271,False,5.96,5.43,288.12,197.13,81.29,31.35,1292.92,1303.0,6.24,-4.44,11.1,9.17,11.12,9.17,11.29,9.17,4.56,2.16,9.94,7.5,False
62817,Tilloy-lès-Mofflaines,62,1519,False,5.17,4.68,225.45,163.9,80.97,27.27,1489.2,1564.0,5.27,-2.03,9.25,7.33,9.25,7.33,9.25,7.33,1.52,1.0,7.18,5.6,False
62836,Vaudricourt,62,1104,False,4.99,4.55,324.5,192.3,71.95,21.12,1124.72,1129.0,5.23,-4.53,6.95,5.6,7.0,5.65,7.07,5.72,3.97,2.1,8.03,5.81,False
62842,Vendin-le-Vieil,62,8381,False,5.54,5.06,262.69,196.57,69.36,27.03,8192.27,8596.0,5.82,-4.8,9.81,5.1,9.82,5.1,9.82,5.1,1.64,1.0,8.21,4.41,False
62841,Vendin-lès-Béthune,62,2393,False,4.46,4.06,285.08,175.24,56.57,15.27,2431.61,2384.0,4.69,-4.82,3.65,1.92,9.8,8.09,3.65,1.92,1.43,1.0,5.08,3.42,False
62846,Vermelles,62,4748,False,4.24,3.96,200.54,151.8,61.82,18.31,4576.03,4729.0,4.32,-1.71,11.39,9.9,11.56,10.07,11.56,10.05,1.58,1.0,10.53,7.9,False
