code_insee,commune,dep,PMUN,dans_MEL,acces_creche_moy_min,acces_creche_min_min,acces_maternelle_moy_min,acces_maternelle_min_min,acces_elementaire_moy_min,acces_elementaire_min_min,acces_college_moy_min,acces_college_min_min,acces_lycee_moy_min,acces_lycee_min_min,ecole_sur_place,college_sur_place,creche_sur_place,places_creche,part_0_14ans,places_creche_col_pour_100_moins3,couverture_petite_enfance_epci,couverture_creche_epci,couverture_assmat_epci
62331,Feuchy,62,1015,False,6.9,4.8,1.4,1.0,1.5,1.0,9.6,6.6,9.1,5.3,1,0,0,0,15.4,0.0,65.9,25.0,30.4
62338,Fleurbaix,62,2862,False,2.6,1.0,1.9,1.0,1.9,1.0,8.2,3.8,9.0,6.8,1,0,1,23,17.7,22.0,73.5,14.7,46.8
62349,Fouquereuil,62,1632,False,6.1,4.6,2.0,1.0,2.0,1.0,6.5,4.9,7.8,5.5,1,0,0,0,20.7,0.0,55.6,12.6,32.2
62350,Fouquières-lès-Béthune,62,1115,False,3.5,1.6,1.9,1.0,1.9,1.0,3.8,1.9,6.7,4.9,1,0,0,0,12.1,0.0,55.6,12.6,32.2
62351,Fouquières-lès-Lens,62,6233,False,4.0,2.2,1.6,1.0,1.5,1.0,2.6,1.0,6.1,4.0,1,1,0,0,20.7,0.0,48.5,13.7,24.6
62371,Givenchy-en-Gohelle,62,2026,False,4.0,2.3,1.9,1.0,2.1,1.0,5.2,3.2,4.3,2.4,1,0,0,0,17.9,0.0,48.5,13.7,24.6
62373,Givenchy-lès-la-Bassée,62,1006,False,5.9,3.7,1.7,1.0,1.7,1.0,7.1,4.6,9.4,6.9,1,0,0,0,18.3,0.0,55.6,12.6,32.2
62376,Gonnehem,62,2507,False,4.5,1.0,3.4,1.0,3.3,1.0,8.1,3.6,10.0,6.5,1,0,1,20,18.4,21.0,55.6,12.6,32.2
62383,Gouy-sous-Bellonne,62,1396,False,7.1,5.2,1.8,1.0,1.8,1.0,8.5,6.7,8.9,7.3,1,0,0,0,17.4,0.0,65.1,19.6,38.5
62386,Grenay,62,6704,False,2.6,1.0,1.7,1.0,1.6,1.0,3.1,1.0,6.4,3.9,1,1,1,12,22.3,4.0,48.5,13.7,24.6
62391,Guarbecque,62,1369,False,3.0,1.7,1.4,1.0,1.4,1.0,5.0,3.7,10.5,8.1,1,0,0,0,15.2,0.0,55.6,12.6,32.2
62400,Haillicourt,62,4884,False,4.7,2.6,1.5,1.0,1.5,1.0,3.0,1.0,5.7,3.8,1,0,0,0,19.2,0.0,55.6,12.6,32.2
62401,Haisnes,62,4427,False,6.3,4.7,1.6,1.0,1.5,1.0,5.6,2.0,7.5,3.3,1,0,0,0,20.6,0.0,55.6,12.6,32.2
62412,Hardinghen,62,1219,False,2.0,1.0,1.8,1.0,1.8,1.0,10.0,7.7,10.9,8.9,1,0,1,15,19.2,31.0,64.7,8.5,46.4
62413,Harnes,62,12317,False,5.8,2.9,1.3,1.0,1.5,1.0,2.9,1.0,7.4,4.6,1,1,0,0,18.8,0.0,48.5,13.7,24.6
62443,Hersin-Coupigny,62,6147,False,2.4,1.0,1.8,1.0,1.7,1.0,2.7,1.0,6.2,2.3,1,1,1,28,20.5,11.0,55.6,12.6,32.2
62452,Heuringhem,62,1379,False,5.6,2.9,2.1,1.0,2.1,1.0,9.1,6.6,9.9,7.2,1,0,0,0,16.1,0.0,67.9,8.8,44.3
62454,Hinges,62,2417,False,7.6,4.8,2.7,1.0,2.7,1.0,6.2,3.0,8.5,5.4,1,0,0,0,17.2,0.0,55.6,12.6,32.2
62457,Houdain,62,7030,False,4.8,2.5,1.8,1.0,1.8,1.0,2.6,1.0,6.3,3.7,1,1,0,0,18.5,0.0,55.6,12.6,32.2
62464,Hulluch,62,3367,False,5.9,2.6,1.3,1.0,1.7,1.0,6.1,2.4,6.7,2.7,1,0,0,0,19.1,0.0,48.5,13.7,24.6
62427,Hénin-Beaumont,62,26035,False,3.2,1.0,1.8,1.0,1.7,1.0,2.5,1.0,3.1,1.0,1,1,1,70,19.0,7.0,50.5,14.2,29.1
62476,Izel-lès-Équerchin,62,1058,False,4.2,2.9,1.4,1.0,1.4,1.0,8.7,7.5,10.0,8.7,1,0,0,0,16.8,0.0,65.1,19.6,38.5
62252,La Couture,62,2616,False,10.5,6.4,2.8,1.0,2.8,1.0,10.9,6.6,11.1,7.0,1,0,0,0,18.0,0.0,55.6,12.6,32.2
62479,Labeuvrière,62,1654,False,4.4,1.6,1.8,1.0,1.8,1.0,9.4,5.6,7.9,4.8,1,0,0,0,18.3,0.0,55.6,12.6,32.2
62480,Labourse,62,2894,False,2.5,1.0,2.0,1.0,1.9,1.0,5.9,3.0,6.2,4.0,1,0,1,28,22.9,21.0,55.6,12.6,32.2
62489,Lapugnoy,62,3518,False,2.4,1.0,1.7,1.0,1.7,1.0,4.8,2.0,4.9,1.0,1,0,1,25,18.6,19.0,55.6,12.6,32.2
62491,Laventie,62,4969,False,3.0,1.0,1.7,1.0,1.7,1.0,2.5,1.0,10.3,6.7,1,1,1,12,19.2,6.0,73.5,14.7,46.8
62497,Leforest,62,7179,False,5.6,2.4,1.6,1.0,1.7,1.0,2.5,1.0,7.9,4.9,1,1,0,0,19.9,0.0,50.5,14.2,29.1
62498,Lens,62,32618,False,3.4,1.0,1.8,1.0,1.8,1.0,2.6,1.0,2.5,1.0,1,1,1,115,17.9,10.0,48.5,13.7,24.6
62502,Lestrem,62,5073,False,7.0,2.0,4.0,1.0,3.5,1.0,7.9,3.2,9.2,4.4,1,0,0,0,21.0,0.0,73.5,14.7,46.8
62907,Libercourt,62,8138,False,2.7,1.0,1.8,1.0,1.6,1.0,2.4,1.0,4.1,1.4,1,1,1,30,21.0,9.0,50.5,14.2,29.1
62516,Lillers,62,9988,False,3.6,1.0,1.7,1.0,1.6,1.0,2.7,1.0,2.7,1.0,1,1,1,27,18.8,7.0,55.6,12.6,32.2
62510,Liévin,62,30149,False,2.7,1.0,1.5,1.0,1.6,1.0,2.8,1.0,3.1,1.0,1,1,1,165,19.5,14.0,48.5,13.7,24.6
62520,Locon,62,2342,False,7.4,4.5,2.4,1.0,2.4,1.0,6.6,3.7,6.9,4.0,1,0,0,0,15.6,0.0,55.6,12.6,32.2
62523,Loison-sous-Lens,62,5255,False,4.2,2.1,1.7,1.0,1.5,1.0,4.1,2.1,4.9,2.6,1,0,0,0,18.6,0.0,48.5,13.7,24.6
62525,Longuenesse,62,10568,False,3.0,1.0,1.5,1.0,1.6,1.0,3.0,1.0,2.9,1.0,1,1,1,45,17.0,13.0,67.9,8.8,44.3
62528,Loos-en-Gohelle,62,6896,False,3.6,1.0,1.9,1.0,1.7,1.0,3.0,1.0,5.6,1.2,1,1,1,14,19.1,5.0,48.5,13.7,24.6
62529,Lorgies,62,1609,False,6.2,2.8,1.6,1.0,1.7,1.0,6.2,3.1,6.8,3.1,1,0,0,0,19.3,0.0,55.6,12.6,32.2
62540,Maisnil-lès-Ruitz,62,1691,False,5.7,4.5,1.6,1.0,1.5,1.0,5.6,4.1,9.2,7.6,1,0,0,0,20.2,0.0,55.6,12.6,32.2
62543,Mametz,62,1998,False,8.3,6.7,1.9,1.0,1.9,1.0,7.2,3.9,10.7,8.8,1,0,0,0,16.3,0.0,67.9,8.8,44.3
62557,Marœuil,62,2441,False,7.0,4.5,1.4,1.0,1.4,1.0,7.7,5.6,9.4,6.8,1,0,0,0,15.4,0.0,65.9,25.0,30.4
62563,Mazingarbe,62,8068,False,4.0,1.0,1.9,1.0,2.0,1.0,3.9,1.0,8.2,5.0,1,1,1,20,22.6,5.0,48.5,13.7,24.6
62573,Meurchin,62,3717,False,1.8,1.0,2.7,1.0,2.0,1.0,4.4,2.8,5.2,2.7,1,0,1,20,20.3,13.0,48.5,13.7,24.6
62584,Mont-Bernanchon,62,1316,False,8.8,5.3,2.7,1.0,2.7,1.0,8.1,5.0,11.5,8.3,1,0,0,0,17.2,0.0,55.6,12.6,32.2
62587,Montigny-en-Gohelle,62,9870,False,2.7,1.0,1.5,1.0,1.4,1.0,1.7,1.0,3.7,1.4,1,1,1,30,20.9,7.0,50.5,14.2,29.1
62570,Méricourt,62,11431,False,2.8,1.0,1.6,1.0,1.5,1.0,2.9,1.0,3.5,1.3,1,1,1,10,19.4,2.0,48.5,13.7,24.6
62606,Neuve-Chapelle,62,1419,False,7.8,6.6,1.3,1.0,1.3,1.0,7.2,5.4,9.0,7.5,1,0,0,0,19.2,0.0,55.6,12.6,32.2
62609,Neuville-Saint-Vaast,62,1603,False,7.3,5.3,1.3,1.0,1.3,1.0,7.4,5.3,11.0,9.5,1,0,0,0,19.1,0.0,65.9,25.0,30.4
62620,Norrent-Fontes,62,1362,False,8.4,6.0,1.5,1.0,1.5,1.0,1.8,1.0,8.5,6.5,1,1,0,0,16.1,0.0,55.6,12.6,32.2
62624,Noyelles-Godault,62,5906,False,2.4,1.0,1.9,1.0,1.6,1.0,3.4,1.1,6.2,3.0,1,0,1,45,20.9,18.0,50.5,14.2,29.1
62626,Noyelles-lès-Vermelles,62,2294,False,2.1,1.0,1.6,1.0,1.6,1.0,5.3,3.1,10.4,8.7,1,0,1,40,21.9,40.0,55.6,12.6,32.2
62628,Noyelles-sous-Lens,62,6659,False,2.3,1.0,1.4,1.0,1.6,1.0,2.2,1.0,4.4,2.5,1,1,1,20,18.8,8.0,48.5,13.7,24.6
62617,Nœux-les-Mines,62,11520,False,2.2,1.0,1.5,1.0,1.8,1.0,3.2,1.0,3.2,1.0,1,1,1,60,16.6,16.0,55.6,12.6,32.2
62637,Oignies,62,10210,False,2.6,1.0,1.7,1.0,1.6,1.0,4.1,2.0,2.6,1.0,1,1,1,32,20.5,8.0,50.5,14.2,29.1
62638,Oisy-le-Verger,62,1188,False,9.4,7.6,1.4,1.0,1.4,1.0,8.3,7.0,16.8,14.3,1,0,0,0,15.9,0.0,65.1,19.6,38.5
62666,Pont-à-Vendin,62,3136,False,7.7,3.3,1.9,1.0,2.0,1.0,6.0,2.8,7.0,4.0,1,0,0,0,22.1,0.0,48.5,13.7,24.6
62684,Racquinghem,62,2214,False,8.5,6.0,2.2,1.0,2.2,1.0,9.6,7.3,11.4,8.9,1,0,0,0,18.1,0.0,67.9,8.8,44.3
62693,Rebreuve-Ranchicourt,62,1071,False,2.0,1.0,2.1,1.0,2.1,1.0,6.3,2.8,10.4,6.2,1,0,1,10,15.1,31.0,55.6,12.6,32.2
62706,Richebourg,62,2618,False,8.7,3.7,2.5,1.0,2.5,1.0,9.5,4.9,10.8,6.3,1,0,0,0,16.8,0.0,55.6,12.6,32.2
62712,Rivière,62,1124,False,12.6,9.2,2.2,1.0,2.2,1.0,12.4,9.0,14.6,11.8,1,0,0,0,17.8,0.0,65.9,25.0,30.4
62713,Robecq,62,1329,False,6.8,3.9,2.3,1.0,2.3,1.0,6.5,3.5,12.1,8.7,1,0,0,0,18.2,0.0,55.6,12.6,32.2
62724,Rouvroy,62,8797,False,3.0,1.0,1.9,1.0,1.5,1.0,3.1,1.0,6.3,2.8,1,1,1,22,20.2,6.0,50.5,14.2,29.1
62727,Ruitz,62,1509,False,5.6,3.3,1.4,1.0,1.4,1.0,5.4,3.4,8.9,6.9,1,0,0,0,15.0,0.0,55.6,12.6,32.2
62718,Rœux,62,1390,False,7.0,5.1,1.5,1.0,1.5,1.0,6.4,4.6,14.7,12.7,1,0,0,0,17.3,0.0,65.9,25.0,30.4
62735,Sailly-Labourse,62,2577,False,3.3,1.8,1.8,1.0,1.6,1.0,5.7,3.4,6.9,4.6,1,0,0,0,21.2,0.0,55.6,12.6,32.2
62736,Sailly-sur-la-Lys,62,3883,False,5.9,2.3,2.2,1.0,2.2,1.0,7.2,3.3,8.5,6.0,1,0,0,0,16.9,0.0,73.5,14.7,46.8
62737,Sains-en-Gohelle,62,5995,False,3.3,1.0,1.6,1.0,1.5,1.0,2.0,1.0,6.8,4.7,1,1,1,10,18.5,5.0,48.5,13.7,24.6
62753,Saint-Laurent-Blangy,62,6507,False,2.8,1.0,2.0,1.0,2.3,1.0,4.2,1.0,6.4,2.8,1,0,1,35,17.2,16.0,65.9,25.0,30.4
62764,Saint-Nicolas,62,4603,False,2.6,1.0,1.5,1.0,1.6,1.0,2.7,1.0,4.3,1.8,1,1,1,12,16.5,8.0,65.9,25.0,30.4
62765,Saint-Omer,62,14661,False,3.0,1.0,1.3,1.0,1.3,1.0,2.0,1.0,2.1,1.0,1,1,1,25,17.7,5.0,67.9,8.8,44.3
62770,Saint-Venant,62,3022,False,3.1,1.0,2.6,1.0,2.6,1.0,3.0,1.0,12.7,8.7,1,1,1,30,16.2,31.0,55.6,12.6,32.2
62744,Sainte-Catherine,62,3594,False,4.7,1.1,2.3,1.0,2.3,1.0,3.6,1.0,4.5,1.0,1,0,0,0,17.9,0.0,65.9,25.0,30.4
62771,Sallaumines,62,9650,False,3.2,1.0,1.5,1.0,1.7,1.0,2.8,1.0,3.1,1.0,1,1,1,30,21.3,7.0,48.5,13.7,24.6
62793,Servins,62,1134,False,7.7,6.2,2.0,1.0,2.0,1.0,5.5,3.6,6.7,4.6,1,0,0,0,19.1,0.0,48.5,13.7,24.6
62801,Souchez,62,2658,False,5.1,2.9,1.5,1.0,1.6,1.0,5.8,3.6,7.1,4.9,1,0,0,0,17.8,0.0,48.5,13.7,24.6
62810,Thélus,62,1271,False,5.1,2.4,1.4,1.0,1.5,1.0,9.0,6.7,9.6,7.2,1,0,0,0,18.9,0.0,65.9,25.0,30.4
62817,Tilloy-lès-Mofflaines,62,1519,False,4.1,2.6,1.5,1.0,1.5,1.0,6.0,4.5,4.7,3.2,1,0,0,0,20.9,0.0,65.9,25.0,30.4
62836,Vaudricourt,62,1104,False,1.5,1.0,1.5,1.0,1.5,1.0,4.4,2.5,6.9,5.3,1,0,1,22,17.8,55.0,55.6,12.6,32.2
62842,Vendin-le-Vieil,62,8381,False,5.4,2.5,1.9,1.0,2.1,1.0,3.2,1.0,4.7,1.6,1,1,1,12,21.1,3.0,48.5,13.7,24.6
62841,Vendin-lès-Béthune,62,2393,False,4.8,3.2,1.4,1.0,1.4,1.0,3.7,1.4,5.9,4.2,1,0,0,0,16.0,0.0,55.6,12.6,32.2
62846,Vermelles,62,4748,False,1.8,1.0,1.9,1.0,1.7,1.0,2.8,1.0,10.8,8.2,1,1,1,20,21.1,10.0,55.6,12.6,32.2
62847,Verquigneul,62,2016,False,2.9,1.0,2.3,1.0,2.4,1.0,4.7,2.3,5.2,2.8,1,0,1,30,15.8,47.0,55.6,12.6,32.2
62848,Verquin,62,3459,False,3.2,1.0,1.9,1.0,1.9,1.0,3.6,1.3,5.5,3.5,1,0,0,0,18.2,0.0,55.6,12.6,32.2
62861,Vimy,62,4307,False,1.7,1.0,1.7,1.0,1.7,1.0,6.4,4.0,7.0,4.5,1,0,1,54,16.4,38.0,48.5,13.7,24.6
62863,Violaines,62,3831,False,2.4,1.0,1.9,1.0,1.7,1.0,4.1,1.0,5.0,2.9,1,0,1,19,19.0,13.0,55.6,12.6,32.2
62865,Vitry-en-Artois,62,4787,False,1.8,1.0,1.8,1.0,1.6,1.0,3.9,1.0,11.0,8.8,1,1,1,75,19.3,40.0,65.1,19.6,38.5
62869,Wailly,62,1081,False,8.6,6.3,1.4,1.0,1.4,1.0,8.4,6.1,11.2,8.9,1,0,0,0,17.6,0.0,65.9,25.0,30.4
62875,Wardrecques,62,1346,False,6.8,4.5,2.0,1.0,2.0,1.0,8.2,5.8,9.8,7.4,1,0,0,0,17.4,0.0,67.9,8.8,44.3
62895,Wingles,62,8742,False,2.8,1.0,1.8,1.0,2.2,1.0,3.8,1.0,2.8,1.0,1,1,1,40,21.7,11.0,48.5,13.7,24.6
62905,Zudausques,62,1040,False,8.5,6.1,2.3,1.0,2.3,1.0,10.6,6.8,11.8,8.9,1,0,0,0,22.0,0.0,66.1,1.5,50.9
62284,Écourt-Saint-Quentin,62,1691,False,9.4,6.3,1.5,1.0,1.9,1.0,8.3,5.4,17.2,15.5,1,0,0,0,16.6,0.0,65.1,19.6,38.5
62291,Éleu-dit-Leauwette,62,2829,False,3.4,1.8,1.4,1.0,1.4,1.0,4.2,3.0,5.2,3.7,1,0,0,0,17.6,0.0,48.5,13.7,24.6
62321,Évin-Malmaison,62,4674,False,4.8,3.6,1.6,1.0,1.6,1.0,3.6,1.6,6.9,4.5,1,0,0,0,20.8,0.0,50.5,14.2,29.1
